business_id,categories,name,photo_url,review_count,schools,stars,state,url
2FAcmH_IDlupUcgL_qrqEA,"Chinese,Restaurants",Peking Chinese Buffet,http://s3-media3.ak.yelpcdn.com/bphoto/TCC9zSLwLOMzZzJOFpzIdw/ms.jpg,2,Purdue University,1,IN,http://www.yelp.com/biz/peking-chinese-buffet-lafayette
Y4ZrmQDcGvvabhFQC1zNqw,"Women's Clothing,Fashion,Shopping",Charlotte Russe,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,Harvey Mudd College,4.5,CA,http://www.yelp.com/biz/charlotte-russe-montclair
KF1ngA96RBiRM5h8V7IQ2g,"Food,Ice Cream & Frozen Yogurt,Taiwanese,Restaurants",Cool Ice Taipei,http://s3-media2.ak.yelpcdn.com/bphoto/SsLLMfB-F0-wB7PJQ21InQ/ms.jpg,11,Carnegie Mellon University,3.5,PA,http://www.yelp.com/biz/cool-ice-taipei-pittsburgh
Ny9GXfTXvywoAQF8jPxUuQ,"Local Services,Shipping Centers,Printing Services",FedEx Office Print & Ship Center,http://s3-media3.ak.yelpcdn.com/bphoto/MXcilxS9B6Cx97Uycf_A6A/ms.jpg,3,University of Maryland - College Park,3.5,MD,http://www.yelp.com/biz/fedex-office-print-and-ship-center-college-park-2
C7r6tp2cgxm1_VNEQueZGg,"Food,Bakeries,Coffee & Tea,French,Restaurants",Croissant-Brioche,http://s3-media2.ak.yelpcdn.com/bphoto/1LPmsSfIs75A6NfOSQ3uHA/ms.jpg,91,Rice University,3.5,TX,http://www.yelp.com/biz/croissant-brioche-houston
QfjCctA_b_RMkfDZU68HiQ,"Shopping,Home & Garden",Big Green Earth Store,http://s3-media1.ak.yelpcdn.com/bphoto/GaolJizuAKlmUokGcsQ1Uw/ms.jpg,5,University of Pennsylvania,4,PA,http://www.yelp.com/biz/big-green-earth-store-philadelphia-2
apFgbd8HNV08czcV2QZP9w,"Tires,Automotive,Auto Repair,Oil Change Stations",AJ Foreign Auto,http://s3-media2.ak.yelpcdn.com/bphoto/l5Y2_poYlvFJCmpqU-XCMA/ms.jpg,3,Cornell University,1,NY,http://www.yelp.com/biz/aj-foreign-auto-ithaca
CwuNdisuchgoMQJmXslH-A,"Vietnamese,Malaysian,Chinese,Restaurants",Hunan Chinese Restaurant,http://s3-media1.ak.yelpcdn.com/bphoto/k1D3bRFBlos21eHue2u5Bg/ms.jpg,16,Princeton University,3.5,NJ,http://www.yelp.com/biz/hunan-chinese-restaurant-princeton
5unYYnWmyw9LGao4ZEI2kg,"Shopping,Flowers & Gifts,Wedding Planning,Event Planning & Services,Florists",Studio 539 Flowers,http://s3-media3.ak.yelpcdn.com/bphoto/aZ5RU2elZC5YJHQP1eXv1Q/ms.jpg,15,Brown University,4.5,RI,http://www.yelp.com/biz/studio-539-flowers-providence
9-zcdAehWLYVGF3PJTqhIw,"Pizza,Restaurants",Crazy Dough's Pizza,http://s3-media3.ak.yelpcdn.com/bphoto/RV5oa8v1nisTDcD7u7Iumg/ms.jpg,99,"Massachusetts Institute of Technology,Harvard University",3,MA,http://www.yelp.com/biz/crazy-doughs-pizza-cambridge
SXiQPXkeXdKXSMCPO8UbhQ,"Hair Removal,Beauty and Spas",The Little Wax Shop,http://s3-media2.ak.yelpcdn.com/bphoto/lIleevT2Ppr6FHxQguOaXw/ms.jpg,3,University of North Carolina - Chapel Hill,5,NC,http://www.yelp.com/biz/the-little-wax-shop-chapel-hill
mIavsSE9HRgn72dV2ul1mA,"Massage,Beauty and Spas",Dtox Foot Massage,http://s3-media4.ak.yelpcdn.com/bphoto/0rYNkShE0cW5jWll2H0e3Q/ms.jpg,13,University of California - Los Angeles,4,CA,http://www.yelp.com/biz/dtox-foot-massage-westwood
o7ukmETLnB7hSTgaiMWHCg,"Shopping,Jewelry,Arts & Crafts,Home & Garden,Event Planning & Services,Cards & Stationery,Flowers & Gifts,Home Decor",Salutations Home,http://s3-media3.ak.yelpcdn.com/bphoto/pJrkmuejEuHCMF10Tiz3bQ/ms.jpg,3,California Institute of Technology,4.5,CA,http://www.yelp.com/biz/salutations-home-pasadena
kPl6UUTbSp6gCUf0VMgOwg,"Shopping,Jewelry",Tibets Jinten,http://s3-media1.ak.yelpcdn.com/bphoto/npby62svOeWAIjCL-P4EEA/ms.jpg,3,"Massachusetts Institute of Technology,Harvard University",4,MA,http://www.yelp.com/biz/tibets-jinten-cambridge
R5iWLAuA0cpAe-zUPBeVUw,"Southern,Restaurants",Empire State South,http://s3-media3.ak.yelpcdn.com/bphoto/o9sqZZHbHFWwaaLw-Fw6pg/ms.jpg,206,Georgia Institute of Technology,4,GA,http://www.yelp.com/biz/empire-state-south-atlanta
vd8o92IOwX4dPJSSpV5POA,"Hotels & Travel,Event Planning & Services,Hotels",The Wanderers Inn West,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,Columbia University,4.5,NY,http://www.yelp.com/biz/the-wanderers-inn-west-new-york
evxUVNVZukBvpoP4GR--Fg,"Skin Care,Beauty and Spas",Sade Skincare,http://s3-media1.ak.yelpcdn.com/bphoto/wZL3hzoB0RJt8vMCv1wocg/ms.jpg,2,Columbia University,4,NY,http://www.yelp.com/biz/sade-skincare-new-york
2318yhbz5bCU8RIgFnLdYw,"Pizza,Restaurants",Plaza Deli & Grill,http://s3-media3.ak.yelpcdn.com/bphoto/0ccrqp7SY6nMYNMOVLYmCw/ms.jpg,7,University of California - Los Angeles,3.5,CA,http://www.yelp.com/biz/plaza-deli-and-grill-los-angeles
pIHP8Jy01cPA0TpRiDJeTA,"Food,Ice Cream & Frozen Yogurt,Desserts",Cold Stone Creamery,http://s3-media3.ak.yelpcdn.com/bphoto/IsegzJ72grT46_ftSunzBw/ms.jpg,34,Stanford University,3,CA,http://www.yelp.com/biz/cold-stone-creamery-palo-alto
#NAME?,"Burgers,Mexican,Restaurants",Chano's Drive In,http://s3-media2.ak.yelpcdn.com/bphoto/VLlpw723AOBJzb6MhA81FQ/ms.jpg,36,University of Southern California,3.5,CA,http://www.yelp.com/biz/chanos-drive-in-los-angeles-3
aojO1hRr6NufMJ6nmgP7dA,"Oral Surgeons,Dentists,Health and Medical","Roby Radley, DDS",http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,4,California Institute of Technology,1,CA,http://www.yelp.com/biz/roby-radley-dds-pasadena
tjM2CZqRJ17oFapBTmGovw,"Mexican,Restaurants",Panchero's Mexican Grill,http://s3-media2.ak.yelpcdn.com/bphoto/Igv9_8Pw32KZ49Wh9PCylQ/ms.jpg,8,University of Illinois - Urbana-Champaign,2,IL,http://www.yelp.com/biz/pancheros-mexican-grill-urbana
tJcGrLXB0zViCoEiYgcs1w,"Mexican,Restaurants",Lulu's,http://s3-media4.ak.yelpcdn.com/bphoto/QWLNf2Ix8Se1U4HEc5O10A/ms.jpg,132,Stanford University,2.5,CA,http://www.yelp.com/biz/lulus-palo-alto-2
Yi6PBCMivXha8AkKb6wnsw,"Local Services,Dry Cleaning & Laundry",Ye Olde Cleaning Shop,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,25,Columbia University,2,NY,http://www.yelp.com/biz/ye-olde-cleaning-shop-new-york
KYoHMrvSbtQ4E0LqkE4rgA,Event Planning & Services,LBD Event Services,http://s3-media2.ak.yelpcdn.com/bphoto/0A7CQ5I7UG9xS-JGt7DDhg/ms.jpg,2,Brown University,5,RI,http://www.yelp.com/biz/lbd-event-services-providence
va9eOOxtVmKTb0IQVln1Bg,"Shopping Centers,Shopping",New River Valley Mall,http://s3-media1.ak.yelpcdn.com/bphoto/cLXd6xlvexYOKRwDa-j3Zw/ms.jpg,3,Virginia Tech,3,VA,http://www.yelp.com/biz/new-river-valley-mall-christiansbrg
SxvCxE_A5tr9ldZNVmx-5g,Restaurants,Einstein Brothers Bagel,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,Purdue University,3.5,IN,http://www.yelp.com/biz/einstein-brothers-bagel-west-lafayette
5dfcKD_krgVx5Gsn-pJxnw,"Sporting Goods,Fashion,Shopping,Outdoor Gear,Sports Wear",Sam's Outdoor Outfitters,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,University of Massachusetts - Amherst,4.5,MA,http://www.yelp.com/biz/sams-outdoor-outfitters-hadley
EcLE_vEK8EeEHNziCH3s8Q,"Home Services,Real Estate,Apartments",Regents La Jolla,http://s3-media4.ak.yelpcdn.com/bphoto/OaBOOO_y8Dfk_MW7KPttkw/ms.jpg,4,University of California - San Diego,4,CA,http://www.yelp.com/biz/regents-la-jolla-la-jolla-2
S24JsVLP-xcBYKrMGMzbCg,"Chinese,Restaurants",China Cafe,http://s3-media1.ak.yelpcdn.com/bphoto/UoO0TH1pGnEr_SjiumqYJA/ms.jpg,27,University of Maryland - College Park,3.5,MD,http://www.yelp.com/biz/china-cafe-college-park
sEiFwUjk9esYl49JZFwvBw,"Local Services,Dry Cleaning & Laundry",All Seasons Cleaners,http://s3-media2.ak.yelpcdn.com/bphoto/ulFEQgde7H8YGdAkBzFGGA/ms.jpg,11,University of Pennsylvania,3.5,PA,http://www.yelp.com/biz/all-seasons-cleaners-philadelphia
q9FifZsp6jno13xnby1XnA,Shopping,Clothes Minded,http://s3-media2.ak.yelpcdn.com/bphoto/gZmxtmdTmrbfhVZTRpILCQ/ms.jpg,2,Carnegie Mellon University,5,PA,http://www.yelp.com/biz/clothes-minded-pittsburgh-2
Rz_EYBuygGYz-xCRZ7042g,"Greek,Mediterranean,Middle Eastern,Restaurants",Mediterranean Cafe,http://s3-media4.ak.yelpcdn.com/bphoto/W_ds8g8jSNf2DLHcCHexxA/ms.jpg,498,California Institute of Technology,4.5,CA,http://www.yelp.com/biz/mediterranean-cafe-pasadena
bWasMbk9JZLQLQf_EUr2Sg,"Bars,American (New),Nightlife,Lounges,Restaurants",Amsterdam Restaurant & Tapas Lounge,http://s3-media4.ak.yelpcdn.com/bphoto/LuxuXOMAist2P31OTL5O2Q/ms.jpg,95,Columbia University,3,NY,http://www.yelp.com/biz/amsterdam-restaurant-and-tapas-lounge-new-york-3
LJVs2XUH48BvHNJyguukGQ,"Specialty Food,Ethnic Food,Food",Fiesta Mexican Grill,http://s3-media3.ak.yelpcdn.com/bphoto/d-qO_lfJh5qFDl04QFP5iA/ms.jpg,10,Purdue University,4.5,IN,http://www.yelp.com/biz/fiesta-mexican-grill-west-lafayette
6E4qfgHlGwm7eDQOtlcxaQ,"Food,Ice Cream & Frozen Yogurt",Cherry On Top,http://s3-media4.ak.yelpcdn.com/bphoto/0cDKHw4uhhySzRelyI1-oQ/ms.jpg,207,California Institute of Technology,4,CA,http://www.yelp.com/biz/cherry-on-top-pasadena-2
tpkYRavmneg67LPExWhgew,"Colleges & Universities,Education",Engineering IV,http://s3-media4.ak.yelpcdn.com/bphoto/ZxLtSkcfQS7xtRHp-9ppZA/ms.jpg,2,University of California - Los Angeles,4.5,CA,http://www.yelp.com/biz/engineering-iv-los-angeles
Fd8ip3t0BN9fTkr5IeLo0A,"Hair Salons,Beauty and Spas",Great Clips,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,University of Illinois - Urbana-Champaign,1,IL,http://www.yelp.com/biz/great-clips-urbana
CVwKmK1HDJdGj5eY5-JtbA,"Fashion,Shopping,Jewelry",Heavenly Metal,http://s3-media1.ak.yelpcdn.com/bphoto/pfsi58HorowPxuzwpyqwJQ/ms.jpg,5,University of Michigan - Ann Arbor,5,MI,http://www.yelp.com/biz/heavenly-metal-ann-arbor
gfiyx9hfH9WMi3miCyqWWw,"Bridal,Shopping",Thoughts & Best Wishes,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,Rensselaer Polytechnic Institute,3,NY,http://www.yelp.com/biz/thoughts-and-best-wishes-latham
_LEpQoZASqir0Xt_tOjFlg,"Doctors,Health and Medical",Atkinson Katherine J MD,http://s3-media1.ak.yelpcdn.com/bphoto/_Q9wQ3BkKURL9abkT1BC7Q/ms.jpg,2,University of Massachusetts - Amherst,3,MA,http://www.yelp.com/biz/atkinson-katherine-j-md-amherst
qEBzi4gG72w2khpVM2Flig,"Sandwiches,Restaurants",Jimmy Fifo Cafe,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,28,University of California at Berkeley,3,CA,http://www.yelp.com/biz/jimmy-fifo-cafe-berkeley
bT67A7MFLeLeQmoGzR1zoQ,"Health and Medical,Dentists,General Dentistry",Mir Dental,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,California Institute of Technology,3,CA,http://www.yelp.com/biz/mir-dental-pasadena
MM_7nSieB2PmNhtYTJVGWg,"Videos and Video Game Rental,Books, Mags, Music and Video,Shopping",Quick-Flix,http://s3-media1.ak.yelpcdn.com/bphoto/RnkskZpg3lTPQWJZaqj4bQ/ms.jpg,6,"Massachusetts Institute of Technology,Harvard University",3,MA,http://www.yelp.com/biz/quick-flix-cambridge
tD_YwlEwNAiNbze-YHtmIw,"Food,Grocery",Yes! Organic Market,http://s3-media1.ak.yelpcdn.com/bphoto/b8jOWC5vX1FJcnpbHKSHWg/ms.jpg,8,University of Maryland - College Park,3.5,MD,http://www.yelp.com/biz/yes-organic-market-hyattsville
4h_leULG3rWmfeYTTggswg,"Pet Services,Dog Walkers,Pet Boarding/Pet Sitting,Pets",Vanessa's Dog Sitting,http://s3-media2.ak.yelpcdn.com/bphoto/TmnS8alTBbsj4fy9y_3khw/ms.jpg,2,California Polytechnic State University,5,CA,http://www.yelp.com/biz/vanessas-dog-sitting-san-luis-obispo
Zgf2Thpp7LeYE_Bg0QDzDg,Restaurants,Pertutti Cafe,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,10,Columbia University,1.5,NY,http://www.yelp.com/biz/pertutti-cafe-new-york
BmAHQ-qRIxszlJIUrPJMLg,"Vietnamese,Chinese,Restaurants",Saigon Garden,http://s3-media2.ak.yelpcdn.com/bphoto/GJFGkd0ReVQ3iN9OyescgA/ms.jpg,32,University of Michigan - Ann Arbor,3,MI,http://www.yelp.com/biz/saigon-garden-ann-arbor
DD81eepQIKpZjYo_yDNMdQ,"Stadiums & Arenas,Arts & Entertainment,Music Venues,Nightlife",Frost Amphitheatre,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,8,Stanford University,4.5,CA,http://www.yelp.com/biz/frost-amphitheatre-stanford
TnScZIACX5CTXvlUMQZXIw,"Print Media,Mass Media",Access Atlanta,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,4,Georgia Institute of Technology,3,GA,http://www.yelp.com/biz/access-atlanta-atlanta
R0hmtwcPsh3EwjE89-H9Bg,"Pizza,Restaurants",Taglio,http://s3-media4.ak.yelpcdn.com/bphoto/-p4z05dFZrWQhfR57qUZjg/ms.jpg,13,University of Pennsylvania,4,PA,http://www.yelp.com/biz/taglio-philadelphia
CEYe2iZoOdsInxU9Mlbjcw,"Skin Care,Day Spas,Hair Salons,Beauty and Spas",Labelle Day Spas & Salons,http://s3-media1.ak.yelpcdn.com/bphoto/b_OSNMQfm4yY34SO8lkZWw/ms.jpg,89,Stanford University,3.5,CA,http://www.yelp.com/biz/labelle-day-spas-and-salons-palo-alto-2
Ldyy-I4Gufa-h_DEjJoEcg,"Food,Bakeries",Au Bon Pain,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,6,University of Pennsylvania,2.5,PA,http://www.yelp.com/biz/au-bon-pain-philadelphia-12
doZsR6svNkU8uoPLf_G_9w,"Automotive,Gas & Service Stations",Mobil Service Station Dealers,http://s3-media3.ak.yelpcdn.com/bphoto/FRRAXVw3m2hw35WNW2AcZA/ms.jpg,2,University of Southern California,3,CA,http://www.yelp.com/biz/mobil-service-station-dealers-los-angeles-4
XwYcYMC6t3XrIyT2ogbOiA,"Arts & Entertainment,Cinema,Local Flavor",Roger Ebert's Overlooked Film Festival,http://s3-media1.ak.yelpcdn.com/bphoto/zmhsn35D2j3Zg1SiWfgcGQ/ms.jpg,3,University of Illinois - Urbana-Champaign,4,IL,http://www.yelp.com/biz/roger-eberts-overlooked-film-festival-champaign
0LtFE_pQ9R0rXUknlnFGrw,"Food,Bakeries,American (New),Restaurants",Mayfield Bakery & Cafe,http://s3-media1.ak.yelpcdn.com/bphoto/ZL2APQD9zpTnvLoCRK-2vg/ms.jpg,493,Stanford University,3,CA,http://www.yelp.com/biz/mayfield-bakery-and-cafe-palo-alto
9R5M8pvADCjM_0rfZTwb4A,"Arts & Entertainment,Nightlife,Music Venues",Revolution Hall,http://s3-media1.ak.yelpcdn.com/bphoto/diR9TxLLQPO6Vk046cG_QQ/ms.jpg,7,Rensselaer Polytechnic Institute,4.5,NY,http://www.yelp.com/biz/revolution-hall-troy
mfe__qfwCE8cJKaOyf3yNA,Restaurants,Lin's Wok Inc,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,4,Purdue University,3.5,IN,http://www.yelp.com/biz/lins-wok-inc-west-lafayette
J3KTdCMLtQhFs94lMfAkOA,,Benny's Carry Out,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,University of Maryland - College Park,3,MD,http://www.yelp.com/biz/bennys-carry-out-riverdale
S8XXTHPQImqDwWKJPjAb6Q,"Automotive,Auto Parts & Supplies",O'Reilly Auto Parts,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,Rice University,3.5,TX,http://www.yelp.com/biz/o-reilly-auto-parts-houston-56
xyqZo_ASwQlF-6LfPmem0A,"Food,Coffee & Tea,Internet Cafes,Sandwiches,Restaurants",Octane Pocket Bar,http://s3-media3.ak.yelpcdn.com/bphoto/Jy4s2SO6KUrIiFvzDkv9ow/ms.jpg,3,Georgia Institute of Technology,4,GA,http://www.yelp.com/biz/octane-pocket-bar-atlanta
XMQShxTZmSwxJLkk1I0DRg,"Local Services,Community Service/Non-Profit",The Ave,http://s3-media2.ak.yelpcdn.com/bphoto/EtfoC1k4w_YV_aaznuObGA/ms.jpg,11,University of Washington,3,WA,http://www.yelp.com/biz/the-ave-seattle
HJB7KozJP2WuFJ-69HsRFQ,"Nightlife,Dance Clubs",Dance Freedom,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,4,"Massachusetts Institute of Technology,Harvard University",4.5,MA,http://www.yelp.com/biz/dance-freedom-cambridge
nbYDvcIjQf5bioEefypkYQ,"Food,Bakeries,Breakfast & Brunch,Restaurants",Le Pain Quotidien,http://s3-media3.ak.yelpcdn.com/bphoto/Ei6RJ0UDXDMVwlJM6xxOxg/ms.jpg,128,Harvey Mudd College,3.5,CA,http://www.yelp.com/biz/le-pain-quotidien-claremont
g9iF0JFWwq3rTIulTTAyPg,,Creations N Hair,http://s3-media2.ak.yelpcdn.com/bphoto/SbJGFpIxDO786qDk8mUFEw/ms.jpg,2,"Massachusetts Institute of Technology,Harvard University",3.5,MA,http://www.yelp.com/biz/creations-n-hair-cambridge
2ZX0Uhl3oCPxQjwGwvllpQ,"Italian,Restaurants",Lamole,http://s3-media2.ak.yelpcdn.com/bphoto/Ykwxygcx1G07HeWAQ24oDA/ms.jpg,24,"Massachusetts Institute of Technology,Harvard University",3.5,MA,http://www.yelp.com/biz/lamole-cambridge
dgozVNCzOKyCdGdcY03CYw,"Nail Salons,Beauty and Spas",Hands Down,http://s3-media4.ak.yelpcdn.com/bphoto/UIBp-jvEfUID1AM0AVCz3g/ms.jpg,17,Harvey Mudd College,4,CA,http://www.yelp.com/biz/hands-down-claremont
GoKvgKYhTpk91gFTnuhCvw,"Tanning,Beauty and Spas",The Tan Company,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,Virginia Tech,3.5,VA,http://www.yelp.com/biz/the-tan-company-blacksburg
t-tbuc5DBKLx2P6WrZ5DYw,"Banks & Credit Unions,Financial Services",Chase,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,4,University of Texas - Austin,3,TX,http://www.yelp.com/biz/chase-austin-44
t10m0NFWgbSy7wADAro2bw,"Museums,Arts & Entertainment,Event Planning & Services,Venues & Event Spaces",Soldiers and Sailors Memorial Hall,http://s3-media3.ak.yelpcdn.com/bphoto/kMoFYY0k1f3NyL8WuJJsAg/ms.jpg,2,Carnegie Mellon University,5,PA,http://www.yelp.com/biz/soldiers-and-sailors-memorial-hall-pittsburgh
yY6Cxrh6yXQBavP12tjYhg,"Restaurants,Vietnamese",Anna's Vietnamese Restaurant,http://s3-media1.ak.yelpcdn.com/bphoto/FAw3UwaRgEFcdhlmiu2Xkg/ms.jpg,7,Cornell University,3,NY,http://www.yelp.com/biz/annas-vietnamese-restaurant-ithaca
qnN9cTU6tjr9c_W5fzbc1A,"Delis,Restaurants",Cafe Deli-Icious,http://s3-media1.ak.yelpcdn.com/bphoto/UaN6NPVsvmaAQ1ta91VLZA/ms.jpg,2,Rensselaer Polytechnic Institute,4,NY,http://www.yelp.com/biz/cafe-deli-icious-troy
8qW25bh7DSAXUgmZPmrI1A,"Museums,Arts & Entertainment",Texas Memorial Museum,http://s3-media3.ak.yelpcdn.com/bphoto/fYXpDUZHfvbkboKceLAmlA/ms.jpg,11,University of Texas - Austin,4.5,TX,http://www.yelp.com/biz/texas-memorial-museum-austin
i6x-Wf2uvx4YydJpPmaXmg,"Food,Bakeries,Desserts",Dozen Cupcakes,http://s3-media1.ak.yelpcdn.com/bphoto/TMV8sy1ZMm9c2LTRqs3BNQ/ms.jpg,44,Carnegie Mellon University,3.5,PA,http://www.yelp.com/biz/dozen-cupcakes-pittsburgh
OSgPuDCI4JnazqCehoN_6A,"Local Services,Community Service/Non-Profit,Counseling & Mental Health,Health and Medical",New Bridge Foundation,http://s3-media2.ak.yelpcdn.com/bphoto/FBFmotH_uSDrkauQa_mBhA/ms.jpg,5,University of California at Berkeley,4,CA,http://www.yelp.com/biz/new-bridge-foundation-berkeley
mUMGNgo6x1Tlj75o-P3UHA,"American (Traditional),Restaurants",Napa Valley Grille,http://s3-media4.ak.yelpcdn.com/bphoto/O9hUrvZjZHIlCDBC6vTU_w/ms.jpg,9,Brown University,3.5,RI,http://www.yelp.com/biz/napa-valley-grille-providence
vt2NMSbKpVN0r0HI6Az4bw,"American (New),Cafes,Restaurants",Bevier Cafe,http://s3-media4.ak.yelpcdn.com/bphoto/TxJuwdwnNgNr8z4N_mJzVQ/ms.jpg,17,University of Illinois - Urbana-Champaign,4,IL,http://www.yelp.com/biz/bevier-cafe-urbana
Z2qMwUhnGt_2pA9uQbS7Uw,"Burgers,American (Traditional),Restaurants",The Vortex Bar & Grill,http://s3-media2.ak.yelpcdn.com/bphoto/2QTVoh662g9HckFk-tT0jA/ms.jpg,503,Georgia Institute of Technology,4,GA,http://www.yelp.com/biz/the-vortex-bar-and-grill-atlanta
ICoLhQP3bryEmiYeUNu51g,"Pizza,Restaurants",Hi-Fi Pizza & Giant Sub,http://s3-media4.ak.yelpcdn.com/bphoto/16sVuJEwOeP9hLoK9kuo6g/ms.jpg,157,"Massachusetts Institute of Technology,Harvard University",2.5,MA,http://www.yelp.com/biz/hi-fi-pizza-and-giant-sub-cambridge
Ftu5JVoK5JEZAc-YABU0oQ,"Pakistani,Indian,Restaurants",Ajanta,http://s3-media1.ak.yelpcdn.com/bphoto/04dGU-Wr8quCHhkqTJvbrA/ms.jpg,45,Columbia University,2.5,NY,http://www.yelp.com/biz/ajanta-new-york
#NAME?,"Local Services,Child Care & Day Care",Rosewood Oaks,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,University of Texas - Austin,1.5,TX,http://www.yelp.com/biz/rosewood-oaks-austin
96FhXcSyvcbSh_of3re41A,"Food,Coffee & Tea,Sandwiches,Restaurants",Texas Expresso,http://s3-media3.ak.yelpcdn.com/bphoto/aFUk9n3caCGuokuElrzh7g/ms.jpg,13,University of Texas - Austin,4,TX,http://www.yelp.com/biz/texas-expresso-austin
gekPL0Kc7w9zLDT3EulvxQ,"Seafood,Restaurants",Ted's Fish Fry,http://s3-media2.ak.yelpcdn.com/bphoto/Kt0fvAw282Bhu0uG-AhDVg/ms.jpg,11,Rensselaer Polytechnic Institute,3,NY,http://www.yelp.com/biz/teds-fish-fry-troy-2
A5-KK23sQLs80zSkk2ikMg,"Landscaping,Home Services,Contractors",The Pond Pros of Southern California,http://s3-media3.ak.yelpcdn.com/bphoto/ie7Vqc71Hg-4CiXfzrngYg/ms.jpg,3,Harvey Mudd College,3.5,CA,http://www.yelp.com/biz/the-pond-pros-of-southern-california-claremont-2
DIoz9sgQU_Di_qJGfF5tMQ,"Hair Salons,Massage,Beauty and Spas",Orbit Hair Design,http://s3-media1.ak.yelpcdn.com/bphoto/WXzWc9BImHEWbpP_nZ5-LA/ms.jpg,15,University of Michigan - Ann Arbor,4,MI,http://www.yelp.com/biz/orbit-hair-design-ann-arbor
IdVxb81jCBrcDRXIWsWlCg,"Day Spas,Nail Salons,Beauty and Spas",Peter's Nails,http://s3-media2.ak.yelpcdn.com/bphoto/ZQV4xjSs_Oru87SgUoeJPw/ms.jpg,5,University of Massachusetts - Amherst,4,MA,http://www.yelp.com/biz/peters-nails-hadley
Vy0DOUWRI2zaVKpnrAPapg,,One Earth Gallery & Gifts,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,Purdue University,5,IN,http://www.yelp.com/biz/one-earth-gallery-and-gifts-lafayette
VAkdznBlCPQ7KFvm-Kma0g,"Bars,American (New),Nightlife,Restaurants",Toast,http://s3-media3.ak.yelpcdn.com/bphoto/1Au25qi9uBeNSTas4Moqhg/ms.jpg,136,Columbia University,3.5,NY,http://www.yelp.com/biz/toast-new-york-6
m1zppUNGsGFz6BfWzBF_2Q,"Thai,Restaurants",Taste of Thai,http://s3-media3.ak.yelpcdn.com/bphoto/f4Wd85XQ3hCGLA4XuU-dGw/ms.jpg,59,Cornell University,3.5,NY,http://www.yelp.com/biz/taste-of-thai-ithaca
VGjOJiyz0RzTnELUiFr4ow,Beauty and Spas,Encore Beauty Salon,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,5,Columbia University,3.5,NY,http://www.yelp.com/biz/encore-beauty-salon-new-york
LW21U6m6axC2lCLYc0fFSA,"Food,Bakeries,Event Planning & Services,Caterers",Cream & Flutter,http://s3-media2.ak.yelpcdn.com/bphoto/r0Tq3eWj_1qb6oc2D4MAgw/ms.jpg,84,University of Illinois - Urbana-Champaign,3.5,IL,http://www.yelp.com/biz/cream-and-flutter-champaign
zG4o9zlbjCrsPJlqhNEd8A,"Shopping,Home Decor,Home & Garden",Yankee Candle Company,http://s3-media2.ak.yelpcdn.com/bphoto/fetnhKp_qTTr8SeWuUzn_g/ms.jpg,2,Rice University,4.5,TX,http://www.yelp.com/biz/yankee-candle-company-houston
